fold_id,test_date,model_name,alpha,l1_ratio,validation_mean_ic,validation_valid_months,selected
7,2020-07-31,elastic_net,0.0001,0.9,-0.0002801120448179285,12,False
7,2020-07-31,elastic_net,0.001,0.1,-0.0002480992396958759,12,False
7,2020-07-31,elastic_net,0.001,0.5,-0.001424569827931171,12,False
7,2020-07-31,elastic_net,0.001,0.9,-0.015430172068827526,12,False
7,2020-07-31,elastic_net,0.01,0.1,-0.013901560624249692,12,False
7,2020-07-31,elastic_net,0.01,0.5,,0,False
7,2020-07-31,elastic_net,0.01,0.9,,0,False
7,2020-07-31,ridge,0.1,,0.0006402561024409804,12,False
7,2020-07-31,ridge,1.0,,0.0007523009203681472,12,False
7,2020-07-31,ridge,10.0,,0.0014165666266506584,12,True
7,2020-07-31,ridge,100.0,,-0.0038495398159263693,12,False
8,2020-08-31,elastic_net,0.0001,0.1,-0.02851540616246499,12,False
8,2020-08-31,elastic_net,0.0001,0.5,-0.027947178871548614,12,True
8,2020-08-31,elastic_net,0.0001,0.9,-0.029283713485394162,12,False
8,2020-08-31,elastic_net,0.001,0.1,-0.028987595038015207,12,False
8,2020-08-31,elastic_net,0.001,0.5,-0.039103641456582634,12,False
8,2020-08-31,elastic_net,0.001,0.9,-0.048627450980392166,12,False
8,2020-08-31,elastic_net,0.01,0.1,-0.04883553421368547,12,False
8,2020-08-31,elastic_net,0.01,0.5,,0,False
8,2020-08-31,elastic_net,0.01,0.9,,0,False
8,2020-08-31,ridge,0.1,,-0.026818727490996397,12,True
8,2020-08-31,ridge,1.0,,-0.02751500600240096,12,False
8,2020-08-31,ridge,10.0,,-0.02906762705082033,12,False
8,2020-08-31,ridge,100.0,,-0.0318687474989996,12,False
9,2020-09-30,elastic_net,0.0001,0.1,-0.0006562625050019925,12,False
9,2020-09-30,elastic_net,0.0001,0.5,0.0008723489395758193,12,True
9,2020-09-30,elastic_net,0.0001,0.9,-0.0021368547418967564,12,False
9,2020-09-30,elastic_net,0.001,0.1,-0.003129251700680268,12,False
9,2020-09-30,elastic_net,0.001,0.5,-0.018423369347739096,12,False
9,2020-09-30,elastic_net,0.001,0.9,-0.031468587434973994,12,False
9,2020-09-30,elastic_net,0.01,0.1,-0.034997999199679865,12,False
9,2020-09-30,elastic_net,0.01,0.5,,0,False
9,2020-09-30,elastic_net,0.01,0.9,,0,False
9,2020-09-30,ridge,0.1,,5.6022408963579046e-05,12,False
9,2020-09-30,ridge,1.0,,0.0013445378151260526,12,True
9,2020-09-30,ridge,10.0,,-0.0018567426970788282,12,False
9,2020-09-30,ridge,100.0,,-0.004313725490196083,12,False
10,2020-10-30,elastic_net,0.0001,0.1,0.01747899159663865,12,False
10,2020-10-30,elastic_net,0.0001,0.5,0.017567026810724286,12,True
10,2020-10-30,elastic_net,0.0001,0.9,0.01372549019607843,12,False
10,2020-10-30,elastic_net,0.001,0.1,0.014317727090836332,12,False
10,2020-10-30,elastic_net,0.001,0.5,-0.0069947979191676566,12,False
10,2020-10-30,elastic_net,0.001,0.9,-0.01339735894357743,12,False
10,2020-10-30,elastic_net,0.01,0.1,-0.016622649059623858,12,False
10,2020-10-30,elastic_net,0.01,0.5,,0,False
10,2020-10-30,elastic_net,0.01,0.9,,0,False
10,2020-10-30,ridge,0.1,,0.01583033213285314,12,False
10,2020-10-30,ridge,1.0,,0.015910364145658273,12,False
10,2020-10-30,ridge,10.0,,0.01720688275310123,12,True
10,2020-10-30,ridge,100.0,,0.017110844337735093,12,False
11,2020-11-30,elastic_net,0.0001,0.1,0.01747899159663865,12,False
11,2020-11-30,elastic_net,0.0001,0.5,0.017567026810724286,12,True
11,2020-11-30,elastic_net,0.0001,0.9,0.01372549019607843,12,False
11,2020-11-30,elastic_net,0.001,0.1,0.014317727090836332,12,False
11,2020-11-30,elastic_net,0.001,0.5,-0.0069947979191676566,12,False
11,2020-11-30,elastic_net,0.001,0.9,-0.01339735894357743,12,False
11,2020-11-30,elastic_net,0.01,0.1,-0.016622649059623858,12,False
11,2020-11-30,elastic_net,0.01,0.5,,0,False
11,2020-11-30,elastic_net,0.01,0.9,,0,False
11,2020-11-30,ridge,0.1,,0.01583033213285314,12,False
11,2020-11-30,ridge,1.0,,0.015910364145658273,12,False
11,2020-11-30,ridge,10.0,,0.01720688275310123,12,True
11,2020-11-30,ridge,100.0,,0.017110844337735093,12,False
12,2020-12-31,elastic_net,0.0001,0.1,0.005386154461784711,12,False
12,2020-12-31,elastic_net,0.0001,0.5,0.004721888755502192,12,False
12,2020-12-31,elastic_net,0.0001,0.9,0.004033613445378156,12,False
12,2020-12-31,elastic_net,0.001,0.1,0.00573829531812725,12,False
12,2020-12-31,elastic_net,0.001,0.5,0.023441376550620247,12,True
12,2020-12-31,elastic_net,0.001,0.9,0.005434173669467776,12,False
12,2020-12-31,elastic_net,0.01,0.1,0.003689475790316125,12,False
12,2020-12-31,elastic_net,0.01,0.5,,0,False
12,2020-12-31,elastic_net,0.01,0.9,,0,False
12,2020-12-31,ridge,0.1,,0.004289715886354538,12,False
12,2020-12-31,ridge,1.0,,0.004769907963185274,12,False
12,2020-12-31,ridge,10.0,,0.005434173669467781,12,False
12,2020-12-31,ridge,100.0,,0.008955582232893161,12,True
13,2021-01-29,elastic_net,0.0001,0.1,0.005386154461784711,12,False
13,2021-01-29,elastic_net,0.0001,0.5,0.004721888755502192,12,False
13,2021-01-29,elastic_net,0.0001,0.9,0.004033613445378156,12,False
13,2021-01-29,elastic_net,0.001,0.1,0.00573829531812725,12,False
13,2021-01-29,elastic_net,0.001,0.5,0.023441376550620247,12,True
13,2021-01-29,elastic_net,0.001,0.9,0.005434173669467776,12,False
13,2021-01-29,elastic_net,0.01,0.1,0.003689475790316125,12,False
13,2021-01-29,elastic_net,0.01,0.5,,0,False
13,2021-01-29,elastic_net,0.01,0.9,,0,False
13,2021-01-29,ridge,0.1,,0.004289715886354538,12,False
13,2021-01-29,ridge,1.0,,0.004769907963185274,12,False
13,2021-01-29,ridge,10.0,,0.005434173669467781,12,False
13,2021-01-29,ridge,100.0,,0.008955582232893161,12,True
14,2021-02-26,elastic_net,0.0001,0.1,0.04771508603441377,12,False
14,2021-02-26,elastic_net,0.0001,0.5,0.04751500600240096,12,False
14,2021-02-26,elastic_net,0.0001,0.9,0.049451780712284905,12,False
14,2021-02-26,elastic_net,0.001,0.1,0.05080432172869146,12,False
14,2021-02-26,elastic_net,0.001,0.5,0.0593517406962785,12,True
14,2021-02-26,elastic_net,0.001,0.9,0.05187675070028011,12,False
14,2021-02-26,elastic_net,0.01,0.1,0.051700680272108834,12,False
14,2021-02-26,elastic_net,0.01,0.5,,0,False
14,2021-02-26,elastic_net,0.01,0.9,,0,False
14,2021-02-26,ridge,0.1,,0.045482192877150864,12,False
14,2021-02-26,ridge,1.0,,0.04601840736294518,12,False
14,2021-02-26,ridge,10.0,,0.04672268907563024,12,False
14,2021-02-26,ridge,100.0,,0.05642256902761104,12,True
15,2021-03-31,elastic_net,0.0001,0.1,0.03317326930772309,12,False
15,2021-03-31,elastic_net,0.0001,0.5,0.03475790316126451,12,True
15,2021-03-31,elastic_net,0.0001,0.9,0.03170068027210884,12,False
15,2021-03-31,elastic_net,0.001,0.1,0.03065226090436174,12,False
15,2021-03-31,elastic_net,0.001,0.5,0.02376950780312125,12,False
15,2021-03-31,elastic_net,0.001,0.9,0.023409363745498197,12,False
15,2021-03-31,elastic_net,0.01,0.1,0.024017607042817107,12,False
15,2021-03-31,elastic_net,0.01,0.5,,0,False
15,2021-03-31,elastic_net,0.01,0.9,,0,False
15,2021-03-31,ridge,0.1,,0.03388555422168867,12,False
15,2021-03-31,ridge,1.0,,0.033701480592236883,12,False
15,2021-03-31,ridge,10.0,,0.034973989595838334,12,False
15,2021-03-31,ridge,100.0,,0.041376550620248094,12,True
16,2021-04-30,elastic_net,0.0001,0.1,0.026794717887154863,12,True
16,2021-04-30,elastic_net,0.0001,0.5,0.023577430972388957,12,False
16,2021-04-30,elastic_net,0.0001,0.9,0.020992396958783507,12,False
16,2021-04-30,elastic_net,0.001,0.1,0.019199679871948778,12,False
16,2021-04-30,elastic_net,0.001,0.5,0.006010404161664675,12,False
16,2021-04-30,elastic_net,0.001,0.9,-0.010956382553021213,12,False
16,2021-04-30,elastic_net,0.01,0.1,-0.008763505402160863,12,False
16,2021-04-30,elastic_net,0.01,0.5,,0,False
16,2021-04-30,elastic_net,0.01,0.9,,0,False
16,2021-04-30,ridge,0.1,,0.027763105242096835,12,False
16,2021-04-30,ridge,1.0,,0.02865146058423369,12,True
16,2021-04-30,ridge,10.0,,0.02473789515806323,12,False
16,2021-04-30,ridge,100.0,,0.025282112845138056,12,False
17,2021-05-28,elastic_net,0.0001,0.1,0.026794717887154863,12,True
17,2021-05-28,elastic_net,0.0001,0.5,0.023577430972388957,12,False
17,2021-05-28,elastic_net,0.0001,0.9,0.020992396958783507,12,False
17,2021-05-28,elastic_net,0.001,0.1,0.019199679871948778,12,False
17,2021-05-28,elastic_net,0.001,0.5,0.006010404161664675,12,False
17,2021-05-28,elastic_net,0.001,0.9,-0.010956382553021213,12,False
17,2021-05-28,elastic_net,0.01,0.1,-0.008763505402160863,12,False
17,2021-05-28,elastic_net,0.01,0.5,,0,False
17,2021-05-28,elastic_net,0.01,0.9,,0,False
17,2021-05-28,ridge,0.1,,0.027763105242096835,12,False
17,2021-05-28,ridge,1.0,,0.02865146058423369,12,True
17,2021-05-28,ridge,10.0,,0.02473789515806323,12,False
17,2021-05-28,ridge,100.0,,0.025282112845138056,12,False
18,2021-06-30,elastic_net,0.0001,0.1,0.03547018807523009,12,True
18,2021-06-30,elastic_net,0.0001,0.5,0.030100040016006403,12,False
18,2021-06-30,elastic_net,0.0001,0.9,0.027531012404961985,12,False
18,2021-06-30,elastic_net,0.001,0.1,0.027755102040816337,12,False
18,2021-06-30,elastic_net,0.001,0.5,0.02258503401360545,12,False
18,2021-06-30,elastic_net,0.001,0.9,0.005114045618247301,12,False
18,2021-06-30,elastic_net,0.01,0.1,0.004417767106842739,12,False
18,2021-06-30,elastic_net,0.01,0.5,,0,False
18,2021-06-30,elastic_net,0.01,0.9,,0,False
18,2021-06-30,ridge,0.1,,0.03683073229291716,12,False
18,2021-06-30,ridge,1.0,,0.03683873549419767,12,False
18,2021-06-30,ridge,10.0,,0.03408563425370148,12,False
18,2021-06-30,ridge,100.0,,0.03707883153261304,12,True
19,2021-07-30,elastic_net,0.0001,0.1,0.03918367346938776,12,True
19,2021-07-30,elastic_net,0.0001,0.5,0.034973989595838334,12,False
19,2021-07-30,elastic_net,0.0001,0.9,0.034597839135654264,12,False
19,2021-07-30,elastic_net,0.001,0.1,0.03506202480992396,12,False
19,2021-07-30,elastic_net,0.001,0.5,0.009955982392957181,12,False
19,2021-07-30,elastic_net,0.001,0.9,-0.003921568627450983,12,False
19,2021-07-30,elastic_net,0.01,0.1,-0.0041376550620248155,12,False
19,2021-07-30,elastic_net,0.01,0.5,,0,False
19,2021-07-30,elastic_net,0.01,0.9,,0,False
19,2021-07-30,ridge,0.1,,0.04090436174469788,12,False
19,2021-07-30,ridge,1.0,,0.041360544217687076,12,True
19,2021-07-30,ridge,10.0,,0.040088035214085625,12,False
19,2021-07-30,ridge,100.0,,0.03951980792316926,12,False
20,2021-08-31,elastic_net,0.0001,0.1,0.07222088835534213,12,False
20,2021-08-31,elastic_net,0.0001,0.5,0.07302120848339334,12,True
20,2021-08-31,elastic_net,0.0001,0.9,0.06659463785514207,12,False
20,2021-08-31,elastic_net,0.001,0.1,0.0674749899959984,12,False
20,2021-08-31,elastic_net,0.001,0.5,0.052525010004001595,12,False
20,2021-08-31,elastic_net,0.001,0.9,0.03604641856742697,12,False
20,2021-08-31,elastic_net,0.01,0.1,0.03530212084833933,12,False
20,2021-08-31,elastic_net,0.01,0.5,,0,False
20,2021-08-31,elastic_net,0.01,0.9,,0,False
20,2021-08-31,ridge,0.1,,0.07314125650260105,12,False
20,2021-08-31,ridge,1.0,,0.07362945178071229,12,True
20,2021-08-31,ridge,10.0,,0.07130852340936374,12,False
20,2021-08-31,ridge,100.0,,0.07302120848339334,12,False
21,2021-09-30,elastic_net,0.0001,0.1,0.07730292116846738,12,False
21,2021-09-30,elastic_net,0.0001,0.5,0.07582232893157263,12,False
21,2021-09-30,elastic_net,0.0001,0.9,0.07716686674669868,12,False
21,2021-09-30,elastic_net,0.001,0.1,0.08025610244097638,12,True
21,2021-09-30,elastic_net,0.001,0.5,0.059439775910364125,12,False
21,2021-09-30,elastic_net,0.001,0.9,0.04316126450580232,12,False
21,2021-09-30,elastic_net,0.01,0.1,0.04533813525410162,12,False
21,2021-09-30,elastic_net,0.01,0.5,,0,False
21,2021-09-30,elastic_net,0.01,0.9,,0,False
21,2021-09-30,ridge,0.1,,0.07866346538615446,12,False
21,2021-09-30,ridge,1.0,,0.07891156462585035,12,True
21,2021-09-30,ridge,10.0,,0.0767907162865146,12,False
21,2021-09-30,ridge,100.0,,0.07852741096438574,12,False
22,2021-10-29,elastic_net,0.0001,0.1,0.10328131252501001,12,True
22,2021-10-29,elastic_net,0.0001,0.5,0.10244897959183673,12,False
22,2021-10-29,elastic_net,0.0001,0.9,0.10140856342537015,12,False
22,2021-10-29,elastic_net,0.001,0.1,0.10152060824329733,12,False
22,2021-10-29,elastic_net,0.001,0.5,0.07975990396158462,12,False
22,2021-10-29,elastic_net,0.001,0.9,0.0675390156062425,12,False
22,2021-10-29,elastic_net,0.01,0.1,0.06368947579031613,12,False
22,2021-10-29,elastic_net,0.01,0.5,,0,False
22,2021-10-29,elastic_net,0.01,0.9,,0,False
22,2021-10-29,ridge,0.1,,0.10429771908763504,12,True
22,2021-10-29,ridge,1.0,,0.10373749499799918,12,False
22,2021-10-29,ridge,10.0,,0.10389755902360943,12,False
22,2021-10-29,ridge,100.0,,0.09998399359743897,12,False
23,2021-11-30,elastic_net,0.0001,0.1,0.0786234493797519,12,False
23,2021-11-30,elastic_net,0.0001,0.5,0.0798719487795118,12,False
23,2021-11-30,elastic_net,0.0001,0.9,0.0847859143657463,12,False
23,2021-11-30,elastic_net,0.001,0.1,0.0884033613445378,12,True
23,2021-11-30,elastic_net,0.001,0.5,0.07663865546218489,12,False
23,2021-11-30,elastic_net,0.001,0.9,0.05460584233693477,12,False
23,2021-11-30,elastic_net,0.01,0.1,0.052060824329731886,12,False
23,2021-11-30,elastic_net,0.01,0.5,0.03572629051620648,12,False
23,2021-11-30,elastic_net,0.01,0.9,,0,False
23,2021-11-30,ridge,0.1,,0.07759103641456583,12,False
23,2021-11-30,ridge,1.0,,0.07813525410164067,12,False
23,2021-11-30,ridge,10.0,,0.07611044417767107,12,False
23,2021-11-30,ridge,100.0,,0.08388155262104842,12,True
24,2021-12-31,elastic_net,0.0001,0.1,0.05225290116046418,12,False
24,2021-12-31,elastic_net,0.0001,0.5,0.0513405362144858,12,False
24,2021-12-31,elastic_net,0.0001,0.9,0.05506202480992397,12,True
24,2021-12-31,elastic_net,0.001,0.1,0.052965186074429786,12,False
24,2021-12-31,elastic_net,0.001,0.5,0.04296118447378952,12,False
24,2021-12-31,elastic_net,0.001,0.9,0.022208883553421373,12,False
24,2021-12-31,elastic_net,0.01,0.1,0.020224089635854342,12,False
24,2021-12-31,elastic_net,0.01,0.5,-0.004425770308123254,12,False
24,2021-12-31,elastic_net,0.01,0.9,,0,False
24,2021-12-31,ridge,0.1,,0.05101240496198478,12,False
24,2021-12-31,ridge,1.0,,0.05194877951180472,12,False
24,2021-12-31,ridge,10.0,,0.05220488195278109,12,True
24,2021-12-31,ridge,100.0,,0.04693077230892357,12,False
25,2022-01-31,elastic_net,0.0001,0.1,0.05225290116046418,12,False
25,2022-01-31,elastic_net,0.0001,0.5,0.0513405362144858,12,False
25,2022-01-31,elastic_net,0.0001,0.9,0.05506202480992397,12,True
25,2022-01-31,elastic_net,0.001,0.1,0.052965186074429786,12,False
25,2022-01-31,elastic_net,0.001,0.5,0.04296118447378952,12,False
25,2022-01-31,elastic_net,0.001,0.9,0.022208883553421373,12,False
25,2022-01-31,elastic_net,0.01,0.1,0.020224089635854342,12,False
25,2022-01-31,elastic_net,0.01,0.5,-0.004425770308123254,12,False
25,2022-01-31,elastic_net,0.01,0.9,,0,False
25,2022-01-31,ridge,0.1,,0.05101240496198478,12,False
25,2022-01-31,ridge,1.0,,0.05194877951180472,12,False
25,2022-01-31,ridge,10.0,,0.05220488195278109,12,True
25,2022-01-31,ridge,100.0,,0.04693077230892357,12,False
26,2022-02-28,elastic_net,0.0001,0.1,0.03497398959583833,12,False
26,2022-02-28,elastic_net,0.0001,0.5,0.03543817527010805,12,False
26,2022-02-28,elastic_net,0.0001,0.9,0.03830332132853141,12,True
26,2022-02-28,elastic_net,0.001,0.1,0.03615846338535413,12,False
26,2022-02-28,elastic_net,0.001,0.5,0.027314925970388163,12,False
26,2022-02-28,elastic_net,0.001,0.9,0.012893157262905163,12,False
26,2022-02-28,elastic_net,0.01,0.1,0.012501000400160058,12,False
26,2022-02-28,elastic_net,0.01,0.5,-0.010076030412164873,12,False
26,2022-02-28,elastic_net,0.01,0.9,,0,False
26,2022-02-28,ridge,0.1,,0.0346218487394958,12,False
26,2022-02-28,ridge,1.0,,0.03517406962785114,12,True
26,2022-02-28,ridge,10.0,,0.03394157663065225,12,False
26,2022-02-28,ridge,100.0,,0.03130052020808322,12,False
27,2022-03-31,elastic_net,0.0001,0.1,0.07675070028011204,12,False
27,2022-03-31,elastic_net,0.0001,0.5,0.0808643457382953,12,True
27,2022-03-31,elastic_net,0.0001,0.9,0.0799439775910364,12,False
27,2022-03-31,elastic_net,0.001,0.1,0.07983193277310924,12,False
27,2022-03-31,elastic_net,0.001,0.5,0.07861544617847138,12,False
27,2022-03-31,elastic_net,0.001,0.9,0.05966386554621849,12,False
27,2022-03-31,elastic_net,0.01,0.1,0.059671868747498996,12,False
27,2022-03-31,elastic_net,0.01,0.5,,0,False
27,2022-03-31,elastic_net,0.01,0.9,,0,False
27,2022-03-31,ridge,0.1,,0.07348539415766307,12,False
27,2022-03-31,ridge,1.0,,0.07416566626650661,12,False
27,2022-03-31,ridge,10.0,,0.078047218887555,12,False
27,2022-03-31,ridge,100.0,,0.07902360944377751,12,True
28,2022-04-29,elastic_net,0.0001,0.1,0.07675070028011204,12,False
28,2022-04-29,elastic_net,0.0001,0.5,0.0808643457382953,12,True
28,2022-04-29,elastic_net,0.0001,0.9,0.0799439775910364,12,False
28,2022-04-29,elastic_net,0.001,0.1,0.07983193277310924,12,False
28,2022-04-29,elastic_net,0.001,0.5,0.07861544617847138,12,False
28,2022-04-29,elastic_net,0.001,0.9,0.05966386554621849,12,False
28,2022-04-29,elastic_net,0.01,0.1,0.059671868747498996,12,False
28,2022-04-29,elastic_net,0.01,0.5,,0,False
28,2022-04-29,elastic_net,0.01,0.9,,0,False
28,2022-04-29,ridge,0.1,,0.07348539415766307,12,False
28,2022-04-29,ridge,1.0,,0.07416566626650661,12,False
28,2022-04-29,ridge,10.0,,0.078047218887555,12,False
28,2022-04-29,ridge,100.0,,0.07902360944377751,12,True
29,2022-05-31,elastic_net,0.0001,0.1,0.05266106442577031,12,False
29,2022-05-31,elastic_net,0.0001,0.5,0.05624649859943976,12,True
29,2022-05-31,elastic_net,0.0001,0.9,0.055854341736694686,12,False
29,2022-05-31,elastic_net,0.001,0.1,0.05308523409363746,12,False
29,2022-05-31,elastic_net,0.001,0.5,0.04732292917166867,12,False
29,2022-05-31,elastic_net,0.001,0.9,0.03356542617046817,12,False
29,2022-05-31,elastic_net,0.01,0.1,0.02953181272509003,12,False
29,2022-05-31,elastic_net,0.01,0.5,,0,False
29,2022-05-31,elastic_net,0.01,0.9,,0,False
29,2022-05-31,ridge,0.1,,0.050572228891556624,12,False
29,2022-05-31,ridge,1.0,,0.050724289715886356,12,False
29,2022-05-31,ridge,10.0,,0.055182072829131644,12,True
29,2022-05-31,ridge,100.0,,0.05103641456582631,12,False
30,2022-06-30,elastic_net,0.0001,0.1,0.0323969587835134,12,False
30,2022-06-30,elastic_net,0.0001,0.5,0.03775910364145658,12,True
30,2022-06-30,elastic_net,0.0001,0.9,0.03500600240096037,12,False
30,2022-06-30,elastic_net,0.001,0.1,0.03661464585834334,12,False
30,2022-06-30,elastic_net,0.001,0.5,0.02661064425770308,12,False
30,2022-06-30,elastic_net,0.001,0.9,0.01527010804321729,12,False
30,2022-06-30,elastic_net,0.01,0.1,0.008779511804721885,12,False
30,2022-06-30,elastic_net,0.01,0.5,,0,False
30,2022-06-30,elastic_net,0.01,0.9,,0,False
30,2022-06-30,ridge,0.1,,0.032853141256502606,12,False
30,2022-06-30,ridge,1.0,,0.03327731092436976,12,False
30,2022-06-30,ridge,10.0,,0.031068427370948382,12,False
30,2022-06-30,ridge,100.0,,0.03472589035614246,12,True
31,2022-07-29,elastic_net,0.0001,0.1,0.0323969587835134,12,False
31,2022-07-29,elastic_net,0.0001,0.5,0.03775910364145658,12,True
31,2022-07-29,elastic_net,0.0001,0.9,0.03500600240096037,12,False
31,2022-07-29,elastic_net,0.001,0.1,0.03661464585834334,12,False
31,2022-07-29,elastic_net,0.001,0.5,0.02661064425770308,12,False
31,2022-07-29,elastic_net,0.001,0.9,0.01527010804321729,12,False
31,2022-07-29,elastic_net,0.01,0.1,0.008779511804721885,12,False
31,2022-07-29,elastic_net,0.01,0.5,,0,False
31,2022-07-29,elastic_net,0.01,0.9,,0,False
31,2022-07-29,ridge,0.1,,0.032853141256502606,12,False
31,2022-07-29,ridge,1.0,,0.03327731092436976,12,False
31,2022-07-29,ridge,10.0,,0.031068427370948382,12,False
31,2022-07-29,ridge,100.0,,0.03472589035614246,12,True
32,2022-08-31,elastic_net,0.0001,0.1,0.03369347739095638,12,False
32,2022-08-31,elastic_net,0.0001,0.5,0.04061624649859944,12,True
32,2022-08-31,elastic_net,0.0001,0.9,0.038751500600240095,12,False
32,2022-08-31,elastic_net,0.001,0.1,0.03967987194877951,12,False
32,2022-08-31,elastic_net,0.001,0.5,0.030396158463385354,12,False
32,2022-08-31,elastic_net,0.001,0.9,0.009843937575030005,12,False
32,2022-08-31,elastic_net,0.01,0.1,0.007619047619047618,12,False
32,2022-08-31,elastic_net,0.01,0.5,,0,False
