fold_id,test_date,model_name,alpha,l1_ratio,validation_mean_ic,validation_valid_months,selected
7,2020-07-31,elastic_net,0.001,0.1,0.03678271308523409,12,False
7,2020-07-31,elastic_net,0.001,0.5,0.06416166466586634,12,True
7,2020-07-31,elastic_net,0.001,0.9,0.029507803121248496,12,False
7,2020-07-31,elastic_net,0.01,0.1,0.028219287715086028,12,False
7,2020-07-31,elastic_net,0.01,0.5,,0,False
7,2020-07-31,elastic_net,0.01,0.9,,0,False
7,2020-07-31,ridge,0.1,,0.009811924769907956,12,False
7,2020-07-31,ridge,1.0,,0.008875550220088027,12,False
7,2020-07-31,ridge,10.0,,0.012693077230892353,12,False
7,2020-07-31,ridge,100.0,,0.037879151660664266,12,True
8,2020-08-31,elastic_net,0.0001,0.1,-0.010052020808323327,12,False
8,2020-08-31,elastic_net,0.0001,0.5,-0.0010164065626250497,12,False
8,2020-08-31,elastic_net,0.0001,0.9,0.0031692677070828284,12,False
8,2020-08-31,elastic_net,0.001,0.1,0.00565026010404161,12,False
8,2020-08-31,elastic_net,0.001,0.5,0.012677070828331333,12,True
8,2020-08-31,elastic_net,0.001,0.9,-0.008763505402160867,12,False
8,2020-08-31,elastic_net,0.01,0.1,-0.005506202480992397,12,False
8,2020-08-31,elastic_net,0.01,0.5,,0,False
8,2020-08-31,elastic_net,0.01,0.9,,0,False
8,2020-08-31,ridge,0.1,,-0.015438175270108044,12,False
8,2020-08-31,ridge,1.0,,-0.012781112444977994,12,False
8,2020-08-31,ridge,10.0,,-0.008051220488195277,12,False
8,2020-08-31,ridge,100.0,,0.013749499799919974,12,True
9,2020-09-30,elastic_net,0.0001,0.1,0.016382553021208474,12,False
9,2020-09-30,elastic_net,0.0001,0.5,0.03448579431772709,12,False
9,2020-09-30,elastic_net,0.0001,0.9,0.037174869947979194,12,False
9,2020-09-30,elastic_net,0.001,0.1,0.04034413765506203,12,False
9,2020-09-30,elastic_net,0.001,0.5,0.05484593837535013,12,True
9,2020-09-30,elastic_net,0.001,0.9,0.021176470588235293,12,False
9,2020-09-30,elastic_net,0.01,0.1,0.014501800720288107,12,False
9,2020-09-30,elastic_net,0.01,0.5,,0,False
9,2020-09-30,elastic_net,0.01,0.9,,0,False
9,2020-09-30,ridge,0.1,,0.008939575830332136,12,False
9,2020-09-30,ridge,1.0,,0.01202080832332933,12,False
9,2020-09-30,ridge,10.0,,0.023777511004401758,12,False
9,2020-09-30,ridge,100.0,,0.04304921968787515,12,True
10,2020-10-30,elastic_net,0.0001,0.1,0.03588635454181672,12,False
10,2020-10-30,elastic_net,0.0001,0.5,0.04986794717887153,12,False
10,2020-10-30,elastic_net,0.0001,0.9,0.0647218887555022,12,False
10,2020-10-30,elastic_net,0.001,0.1,0.06655462184873949,12,False
10,2020-10-30,elastic_net,0.001,0.5,0.08336934773909561,12,True
10,2020-10-30,elastic_net,0.001,0.9,0.06340136054421769,12,False
10,2020-10-30,elastic_net,0.01,0.1,0.06505802320928371,12,False
10,2020-10-30,elastic_net,0.01,0.5,,0,False
10,2020-10-30,elastic_net,0.01,0.9,,0,False
10,2020-10-30,ridge,0.1,,0.023025210084033607,12,False
10,2020-10-30,ridge,1.0,,0.028651460584233693,12,False
10,2020-10-30,ridge,10.0,,0.042056822729091635,12,False
10,2020-10-30,ridge,100.0,,0.0602641056422569,12,True
11,2020-11-30,elastic_net,0.0001,0.1,0.03588635454181672,12,False
11,2020-11-30,elastic_net,0.0001,0.5,0.04986794717887153,12,False
11,2020-11-30,elastic_net,0.0001,0.9,0.0647218887555022,12,False
11,2020-11-30,elastic_net,0.001,0.1,0.06655462184873949,12,False
11,2020-11-30,elastic_net,0.001,0.5,0.08336934773909561,12,True
11,2020-11-30,elastic_net,0.001,0.9,0.06340136054421769,12,False
11,2020-11-30,elastic_net,0.01,0.1,0.06505802320928371,12,False
11,2020-11-30,elastic_net,0.01,0.5,,0,False
11,2020-11-30,elastic_net,0.01,0.9,,0,False
11,2020-11-30,ridge,0.1,,0.023025210084033607,12,False
11,2020-11-30,ridge,1.0,,0.028651460584233693,12,False
11,2020-11-30,ridge,10.0,,0.042056822729091635,12,False
11,2020-11-30,ridge,100.0,,0.0602641056422569,12,True
12,2020-12-31,elastic_net,0.0001,0.1,0.0025850340136054344,12,False
12,2020-12-31,elastic_net,0.0001,0.5,0.01712685074029611,12,False
12,2020-12-31,elastic_net,0.0001,0.9,0.02178471388555422,12,False
12,2020-12-31,elastic_net,0.001,0.1,0.026970788315326122,12,False
12,2020-12-31,elastic_net,0.001,0.5,0.06620248099239696,12,False
12,2020-12-31,elastic_net,0.001,0.9,0.07142857142857141,12,False
12,2020-12-31,elastic_net,0.01,0.1,0.07740696278511404,12,True
12,2020-12-31,elastic_net,0.01,0.5,,0,False
12,2020-12-31,elastic_net,0.01,0.9,,0,False
12,2020-12-31,ridge,0.1,,0.0022889155662264883,12,False
12,2020-12-31,ridge,1.0,,0.003905562224889948,12,False
12,2020-12-31,ridge,10.0,,0.007114845938375354,12,False
12,2020-12-31,ridge,100.0,,0.02877951180472189,12,True
13,2021-01-29,elastic_net,0.0001,0.1,0.0025850340136054344,12,False
13,2021-01-29,elastic_net,0.0001,0.5,0.01712685074029611,12,False
13,2021-01-29,elastic_net,0.0001,0.9,0.02178471388555422,12,False
13,2021-01-29,elastic_net,0.001,0.1,0.026970788315326122,12,False
13,2021-01-29,elastic_net,0.001,0.5,0.06620248099239696,12,False
13,2021-01-29,elastic_net,0.001,0.9,0.07142857142857141,12,False
13,2021-01-29,elastic_net,0.01,0.1,0.07740696278511404,12,True
13,2021-01-29,elastic_net,0.01,0.5,,0,False
13,2021-01-29,elastic_net,0.01,0.9,,0,False
13,2021-01-29,ridge,0.1,,0.0022889155662264883,12,False
13,2021-01-29,ridge,1.0,,0.003905562224889948,12,False
13,2021-01-29,ridge,10.0,,0.007114845938375354,12,False
13,2021-01-29,ridge,100.0,,0.02877951180472189,12,True
14,2021-02-26,elastic_net,0.0001,0.1,0.05565426170468186,12,False
14,2021-02-26,elastic_net,0.0001,0.5,0.06073629451780713,12,False
14,2021-02-26,elastic_net,0.0001,0.9,0.0607282913165266,12,False
14,2021-02-26,elastic_net,0.001,0.1,0.06294517807122849,12,False
14,2021-02-26,elastic_net,0.001,0.5,0.09272509003601441,12,False
14,2021-02-26,elastic_net,0.001,0.9,0.09222889155662263,12,False
14,2021-02-26,elastic_net,0.01,0.1,0.10196078431372547,12,True
14,2021-02-26,elastic_net,0.01,0.5,,0,False
14,2021-02-26,elastic_net,0.01,0.9,,0,False
14,2021-02-26,ridge,0.1,,0.05914365746298517,12,False
14,2021-02-26,ridge,1.0,,0.05645458183273308,12,False
14,2021-02-26,ridge,10.0,,0.05715886354541816,12,False
14,2021-02-26,ridge,100.0,,0.0697078831532613,12,True
15,2021-03-31,elastic_net,0.0001,0.1,0.03488595438175269,12,True
15,2021-03-31,elastic_net,0.0001,0.5,0.030284113645458178,12,False
15,2021-03-31,elastic_net,0.0001,0.9,0.03212484993997598,12,False
15,2021-03-31,elastic_net,0.001,0.1,0.0327891156462585,12,False
15,2021-03-31,elastic_net,0.001,0.5,0.027074829931972782,12,False
15,2021-03-31,elastic_net,0.001,0.9,0.02287314925970388,12,False
15,2021-03-31,elastic_net,0.01,0.1,0.029579831932773096,12,False
15,2021-03-31,elastic_net,0.01,0.5,,0,False
15,2021-03-31,elastic_net,0.01,0.9,,0,False
15,2021-03-31,ridge,0.1,,0.03732693077230891,12,True
15,2021-03-31,ridge,1.0,,0.037270908363345345,12,False
15,2021-03-31,ridge,10.0,,0.03034813925570228,12,False
15,2021-03-31,ridge,100.0,,0.028419367747098825,12,False
16,2021-04-30,elastic_net,0.0001,0.1,0.027394957983193278,12,False
16,2021-04-30,elastic_net,0.0001,0.5,0.030924369747899152,12,False
16,2021-04-30,elastic_net,0.0001,0.9,0.02424969987995196,12,False
16,2021-04-30,elastic_net,0.001,0.1,0.023025210084033604,12,False
16,2021-04-30,elastic_net,0.001,0.5,0.03138855542216886,12,True
16,2021-04-30,elastic_net,0.001,0.9,0.02721088435374151,12,False
16,2021-04-30,elastic_net,0.01,0.1,0.02642657062825131,12,False
16,2021-04-30,elastic_net,0.01,0.5,,0,False
16,2021-04-30,elastic_net,0.01,0.9,,0,False
16,2021-04-30,ridge,0.1,,0.025114045618247278,12,False
16,2021-04-30,ridge,1.0,,0.02677070828331332,12,False
16,2021-04-30,ridge,10.0,,0.027354941976790722,12,False
16,2021-04-30,ridge,100.0,,0.030740296118447388,12,True
17,2021-05-28,elastic_net,0.0001,0.1,0.027394957983193278,12,False
17,2021-05-28,elastic_net,0.0001,0.5,0.030924369747899152,12,False
17,2021-05-28,elastic_net,0.0001,0.9,0.02424969987995196,12,False
17,2021-05-28,elastic_net,0.001,0.1,0.023025210084033604,12,False
17,2021-05-28,elastic_net,0.001,0.5,0.03138855542216886,12,True
17,2021-05-28,elastic_net,0.001,0.9,0.02721088435374151,12,False
17,2021-05-28,elastic_net,0.01,0.1,0.02642657062825131,12,False
17,2021-05-28,elastic_net,0.01,0.5,,0,False
17,2021-05-28,elastic_net,0.01,0.9,,0,False
17,2021-05-28,ridge,0.1,,0.025114045618247278,12,False
17,2021-05-28,ridge,1.0,,0.02677070828331332,12,False
17,2021-05-28,ridge,10.0,,0.027354941976790722,12,False
17,2021-05-28,ridge,100.0,,0.030740296118447388,12,True
18,2021-06-30,elastic_net,0.0001,0.1,0.020248099239695883,12,False
18,2021-06-30,elastic_net,0.0001,0.5,0.026426570628251298,12,True
18,2021-06-30,elastic_net,0.0001,0.9,0.02372148859543817,12,False
18,2021-06-30,elastic_net,0.001,0.1,0.0254421768707483,12,False
18,2021-06-30,elastic_net,0.001,0.5,0.013949579831932776,12,False
18,2021-06-30,elastic_net,0.001,0.9,0.010596238495398156,12,False
18,2021-06-30,elastic_net,0.01,0.1,0.0143657462985194,12,False
18,2021-06-30,elastic_net,0.01,0.5,,0,False
18,2021-06-30,elastic_net,0.01,0.9,,0,False
18,2021-06-30,ridge,0.1,,0.017607042817126852,12,False
18,2021-06-30,ridge,1.0,,0.018959583833533418,12,False
18,2021-06-30,ridge,10.0,,0.021128451380552218,12,False
18,2021-06-30,ridge,100.0,,0.030084033613445374,12,True
19,2021-07-30,elastic_net,0.0001,0.1,0.03520608243297319,12,False
19,2021-07-30,elastic_net,0.0001,0.5,0.03828731492597038,12,True
19,2021-07-30,elastic_net,0.0001,0.9,0.03347739095638256,12,False
19,2021-07-30,elastic_net,0.001,0.1,0.030820328131252503,12,False
19,2021-07-30,elastic_net,0.001,0.5,0.003897559023609444,12,False
19,2021-07-30,elastic_net,0.001,0.9,-0.0009843937575029968,12,False
19,2021-07-30,elastic_net,0.01,0.1,-0.0012484993997599024,12,False
19,2021-07-30,elastic_net,0.01,0.5,,0,False
19,2021-07-30,elastic_net,0.01,0.9,,0,False
19,2021-07-30,ridge,0.1,,0.03740696278511404,12,False
19,2021-07-30,ridge,1.0,,0.03792717086834734,12,True
19,2021-07-30,ridge,10.0,,0.036814725890356136,12,False
19,2021-07-30,ridge,100.0,,0.03615046018407362,12,False
20,2021-08-31,elastic_net,0.0001,0.1,0.04238495398159262,12,False
20,2021-08-31,elastic_net,0.0001,0.5,0.04585834333733493,12,False
20,2021-08-31,elastic_net,0.0001,0.9,0.048347338935574226,12,True
20,2021-08-31,elastic_net,0.001,0.1,0.04717887154861944,12,False
20,2021-08-31,elastic_net,0.001,0.5,0.030404161664665853,12,False
20,2021-08-31,elastic_net,0.001,0.9,0.03319727891156461,12,False
20,2021-08-31,elastic_net,0.01,0.1,0.03726290516206482,12,False
20,2021-08-31,elastic_net,0.01,0.5,,0,False
20,2021-08-31,elastic_net,0.01,0.9,,0,False
20,2021-08-31,ridge,0.1,,0.042881152460984395,12,False
20,2021-08-31,ridge,1.0,,0.04293717486994797,12,False
20,2021-08-31,ridge,10.0,,0.04567426970788316,12,True
20,2021-08-31,ridge,100.0,,0.04247298919567827,12,False
21,2021-09-30,elastic_net,0.0001,0.1,0.022777110844337724,12,False
21,2021-09-30,elastic_net,0.0001,0.5,0.029235694277711093,12,True
21,2021-09-30,elastic_net,0.0001,0.9,0.024745898359343727,12,False
21,2021-09-30,elastic_net,0.001,0.1,0.02257703081232493,12,False
21,2021-09-30,elastic_net,0.001,0.5,0.0028331332533013307,12,False
21,2021-09-30,elastic_net,0.001,0.9,-0.003169267707082833,12,False
21,2021-09-30,elastic_net,0.01,0.1,-0.0033773509403761497,12,False
21,2021-09-30,elastic_net,0.01,0.5,,0,False
21,2021-09-30,elastic_net,0.01,0.9,,0,False
21,2021-09-30,ridge,0.1,,0.022905162064825933,12,False
21,2021-09-30,ridge,1.0,,0.02420168067226891,12,False
21,2021-09-30,ridge,10.0,,0.02434573829531812,12,False
21,2021-09-30,ridge,100.0,,0.02787515006002401,12,True
22,2021-10-29,elastic_net,0.0001,0.1,0.03193277310924368,12,False
22,2021-10-29,elastic_net,0.0001,0.5,0.03478191276510604,12,False
22,2021-10-29,elastic_net,0.0001,0.9,0.03730292116846738,12,True
22,2021-10-29,elastic_net,0.001,0.1,0.037246898759503794,12,False
22,2021-10-29,elastic_net,0.001,0.5,0.013669467787114859,12,False
22,2021-10-29,elastic_net,0.001,0.9,0.008211284513805544,12,False
22,2021-10-29,elastic_net,0.01,0.1,0.0071868747498999574,12,False
22,2021-10-29,elastic_net,0.01,0.5,,0,False
22,2021-10-29,elastic_net,0.01,0.9,,0,False
22,2021-10-29,ridge,0.1,,0.03313325330132054,12,False
22,2021-10-29,ridge,1.0,,0.034397759103641457,12,False
22,2021-10-29,ridge,10.0,,0.034621848739495795,12,False
22,2021-10-29,ridge,100.0,,0.039367747098839535,12,True
23,2021-11-30,elastic_net,0.0001,0.1,0.10867547018807523,12,False
23,2021-11-30,elastic_net,0.0001,0.5,0.11422168867547018,12,False
23,2021-11-30,elastic_net,0.0001,0.9,0.11015606242497,12,False
23,2021-11-30,elastic_net,0.001,0.1,0.10777911164465785,12,False
23,2021-11-30,elastic_net,0.001,0.5,0.11662264905962384,12,False
23,2021-11-30,elastic_net,0.001,0.9,0.11760704281712685,12,True
23,2021-11-30,elastic_net,0.01,0.1,0.11000400160064026,12,False
23,2021-11-30,elastic_net,0.01,0.5,0.03572629051620648,12,False
23,2021-11-30,elastic_net,0.01,0.9,,0,False
23,2021-11-30,ridge,0.1,,0.10947579031612643,12,False
23,2021-11-30,ridge,1.0,,0.10851540616246497,12,False
23,2021-11-30,ridge,10.0,,0.10956382553021206,12,True
23,2021-11-30,ridge,100.0,,0.10703481392557024,12,False
24,2021-12-31,elastic_net,0.0001,0.1,0.09508603441376551,12,True
24,2021-12-31,elastic_net,0.0001,0.5,0.09054821928771507,12,False
24,2021-12-31,elastic_net,0.0001,0.9,0.08873149259703879,12,False
24,2021-12-31,elastic_net,0.001,0.1,0.08629051620648259,12,False
24,2021-12-31,elastic_net,0.001,0.5,0.09144457783113245,12,False
24,2021-12-31,elastic_net,0.001,0.9,0.07714285714285715,12,False
24,2021-12-31,elastic_net,0.01,0.1,0.07520608243297319,12,False
24,2021-12-31,elastic_net,0.01,0.5,-0.004425770308123254,12,False
24,2021-12-31,elastic_net,0.01,0.9,,0,False
24,2021-12-31,ridge,0.1,,0.09286114445778311,12,False
24,2021-12-31,ridge,1.0,,0.09277310924369747,12,False
24,2021-12-31,ridge,10.0,,0.09447779111644655,12,True
24,2021-12-31,ridge,100.0,,0.08777911164465785,12,False
25,2022-01-31,elastic_net,0.0001,0.1,0.09508603441376551,12,True
25,2022-01-31,elastic_net,0.0001,0.5,0.09054821928771507,12,False
25,2022-01-31,elastic_net,0.0001,0.9,0.08873149259703879,12,False
25,2022-01-31,elastic_net,0.001,0.1,0.08629051620648259,12,False
25,2022-01-31,elastic_net,0.001,0.5,0.09144457783113245,12,False
25,2022-01-31,elastic_net,0.001,0.9,0.07714285714285715,12,False
25,2022-01-31,elastic_net,0.01,0.1,0.07520608243297319,12,False
25,2022-01-31,elastic_net,0.01,0.5,-0.004425770308123254,12,False
25,2022-01-31,elastic_net,0.01,0.9,,0,False
25,2022-01-31,ridge,0.1,,0.09286114445778311,12,False
25,2022-01-31,ridge,1.0,,0.09277310924369747,12,False
25,2022-01-31,ridge,10.0,,0.09447779111644655,12,True
25,2022-01-31,ridge,100.0,,0.08777911164465785,12,False
26,2022-02-28,elastic_net,0.0001,0.1,0.06497799119647858,12,False
26,2022-02-28,elastic_net,0.0001,0.5,0.06870748299319726,12,True
26,2022-02-28,elastic_net,0.0001,0.9,0.06536214485794319,12,False
26,2022-02-28,elastic_net,0.001,0.1,0.06469787915166066,12,False
26,2022-02-28,elastic_net,0.001,0.5,0.060328131252501006,12,False
26,2022-02-28,elastic_net,0.001,0.9,0.04994797919167666,12,False
26,2022-02-28,elastic_net,0.01,0.1,0.04504201680672271,12,False
26,2022-02-28,elastic_net,0.01,0.5,-0.010076030412164873,12,False
26,2022-02-28,elastic_net,0.01,0.9,,0,False
26,2022-02-28,ridge,0.1,,0.0677390956382553,12,False
26,2022-02-28,ridge,1.0,,0.0682673069227691,12,False
26,2022-02-28,ridge,10.0,,0.06838735494197679,12,True
26,2022-02-28,ridge,100.0,,0.05663865546218486,12,False
27,2022-03-31,elastic_net,0.0001,0.1,0.05699879951980791,12,False
27,2022-03-31,elastic_net,0.0001,0.5,0.057535014005602216,12,False
27,2022-03-31,elastic_net,0.0001,0.9,0.055718287314925945,12,False
27,2022-03-31,elastic_net,0.001,0.1,0.05603841536614645,12,False
27,2022-03-31,elastic_net,0.001,0.5,0.0586954781912765,12,True
27,2022-03-31,elastic_net,0.001,0.9,0.04668267306922768,12,False
27,2022-03-31,elastic_net,0.01,0.1,0.03805522208883553,12,False
27,2022-03-31,elastic_net,0.01,0.5,,0,False
27,2022-03-31,elastic_net,0.01,0.9,,0,False
27,2022-03-31,ridge,0.1,,0.05635854341736693,12,False
27,2022-03-31,ridge,1.0,,0.05523009203681475,12,False
27,2022-03-31,ridge,10.0,,0.05690276110444176,12,True
27,2022-03-31,ridge,100.0,,0.05395758303321329,12,False
28,2022-04-29,elastic_net,0.0001,0.1,0.05699879951980791,12,False
28,2022-04-29,elastic_net,0.0001,0.5,0.057535014005602216,12,False
28,2022-04-29,elastic_net,0.0001,0.9,0.055718287314925945,12,False
28,2022-04-29,elastic_net,0.001,0.1,0.05603841536614645,12,False
28,2022-04-29,elastic_net,0.001,0.5,0.0586954781912765,12,True
28,2022-04-29,elastic_net,0.001,0.9,0.04668267306922768,12,False
28,2022-04-29,elastic_net,0.01,0.1,0.03805522208883553,12,False
28,2022-04-29,elastic_net,0.01,0.5,,0,False
28,2022-04-29,elastic_net,0.01,0.9,,0,False
28,2022-04-29,ridge,0.1,,0.05635854341736693,12,False
28,2022-04-29,ridge,1.0,,0.05523009203681475,12,False
28,2022-04-29,ridge,10.0,,0.05690276110444176,12,True
28,2022-04-29,ridge,100.0,,0.05395758303321329,12,False
29,2022-05-31,elastic_net,0.0001,0.1,0.02148859543817527,12,True
29,2022-05-31,elastic_net,0.0001,0.5,0.013909563825530212,12,False
29,2022-05-31,elastic_net,0.0001,0.9,0.014165666266506604,12,False
29,2022-05-31,elastic_net,0.001,0.1,0.012613045218087239,12,False
29,2022-05-31,elastic_net,0.001,0.5,-0.009307723089235697,12,False
29,2022-05-31,elastic_net,0.001,0.9,-0.02124049619847938,12,False
29,2022-05-31,elastic_net,0.01,0.1,-0.023529411764705882,12,False
29,2022-05-31,elastic_net,0.01,0.5,,0,False
29,2022-05-31,elastic_net,0.01,0.9,,0,False
29,2022-05-31,ridge,0.1,,0.02447378951580631,12,False
29,2022-05-31,ridge,1.0,,0.02499399759903961,12,True
29,2022-05-31,ridge,10.0,,0.021216486594637846,12,False
29,2022-05-31,ridge,100.0,,0.011988795518207274,12,False
30,2022-06-30,elastic_net,0.0001,0.1,0.010644257703081214,12,True
30,2022-06-30,elastic_net,0.0001,0.5,0.0049779911964785845,12,False
30,2022-06-30,elastic_net,0.0001,0.9,0.003737494997999212,12,False
30,2022-06-30,elastic_net,0.001,0.1,-0.0017607042817126912,12,False
30,2022-06-30,elastic_net,0.001,0.5,-0.013765506202480992,12,False
30,2022-06-30,elastic_net,0.001,0.9,-0.021008403361344522,12,False
30,2022-06-30,elastic_net,0.01,0.1,-0.016974789915966387,12,False
30,2022-06-30,elastic_net,0.01,0.5,,0,False
30,2022-06-30,elastic_net,0.01,0.9,,0,False
30,2022-06-30,ridge,0.1,,0.011404561824729887,12,True
30,2022-06-30,ridge,1.0,,0.00921168467386955,12,False
30,2022-06-30,ridge,10.0,,0.007691076430572231,12,False
30,2022-06-30,ridge,100.0,,-0.003713485394157672,12,False
31,2022-07-29,elastic_net,0.0001,0.1,0.010644257703081214,12,True
31,2022-07-29,elastic_net,0.0001,0.5,0.0049779911964785845,12,False
31,2022-07-29,elastic_net,0.0001,0.9,0.003737494997999212,12,False
31,2022-07-29,elastic_net,0.001,0.1,-0.0017607042817126912,12,False
31,2022-07-29,elastic_net,0.001,0.5,-0.013765506202480992,12,False
31,2022-07-29,elastic_net,0.001,0.9,-0.021008403361344522,12,False
31,2022-07-29,elastic_net,0.01,0.1,-0.016974789915966387,12,False
31,2022-07-29,elastic_net,0.01,0.5,,0,False
31,2022-07-29,elastic_net,0.01,0.9,,0,False
31,2022-07-29,ridge,0.1,,0.011404561824729887,12,True
31,2022-07-29,ridge,1.0,,0.00921168467386955,12,False
31,2022-07-29,ridge,10.0,,0.007691076430572231,12,False
31,2022-07-29,ridge,100.0,,-0.003713485394157672,12,False
32,2022-08-31,elastic_net,0.0001,0.1,-0.02567426970788315,12,True
32,2022-08-31,elastic_net,0.0001,0.5,-0.031220488195278114,12,False
32,2022-08-31,elastic_net,0.0001,0.9,-0.03398159263705481,12,False
32,2022-08-31,elastic_net,0.001,0.1,-0.03222889155662264,12,False
32,2022-08-31,elastic_net,0.001,0.5,-0.06279311724689875,12,False
32,2022-08-31,elastic_net,0.001,0.9,-0.0611204481792717,12,False
32,2022-08-31,elastic_net,0.01,0.1,-0.05614245698279313,12,False
32,2022-08-31,elastic_net,0.01,0.5,,0,False
32,2022-08-31,elastic_net,0.01,0.9,,0,False
