as_of_date,method,positions,weight_sum,maximum_weight,minimum_positive_weight,maximum_sector_weight,concentration_hhi,effective_positions,one_way_turnover,two_way_turnover
2020-01-31,alpha_risk_turnover,21,0.9999999999999999,0.049999000000000016,0.010630854756470489,0.20001599999999997,0.04916254107757854,20.34068984396065,,
2020-02-28,alpha_risk_turnover,21,1.0000000005009864,0.049998999959756874,2.0003128374033132e-05,0.24999499919107931,0.04999800015739163,20.00079996903959,0.2500150016480618,0.5000300032961236
2020-03-31,alpha_risk_turnover,21,0.99999999896342,0.04999900203808406,0.01838934979600087,0.16838635062713195,0.04880513616670726,20.48964675734593,0.2509186951300011,0.5018373902600022
2020-04-30,alpha_risk_turnover,21,0.999999999321504,0.049999000687280415,0.018389351264170333,0.2316256440978311,0.04883670307564527,20.476402726266286,0.28162464544948007,0.5632492908989601
2020-05-29,alpha_risk_turnover,21,1.0000000001912008,0.04999900002490459,0.017521495137278974,0.24999499916614557,0.048861190595474516,20.466140669372457,0.15001700090565256,0.30003400181130513
2020-06-30,alpha_risk_turnover,22,1.0000000000042915,0.04999900036431702,3.998449928549003e-06,0.24999899972297207,0.0499980004358663,20.00079985764081,0.3175154943402315,0.635030988680463
2020-07-31,alpha_risk_turnover,21,0.9999999978834465,0.04999900052153836,0.01785188556492653,0.16784888597852696,0.04885151307418499,20.470195027151334,0.21784389102956458,0.43568778205912917
2020-08-31,alpha_risk_turnover,22,0.9999999999168614,0.049999000206873034,0.012499349351590923,0.19999600024554823,0.04795519847684658,20.852796605206702,0.21249534919176027,0.42499069838352055
2020-09-30,alpha_risk_turnover,22,1.0000000000459492,0.049999000012491114,0.015784188596944547,0.21578018854463635,0.047821051891903395,20.911292421179688,0.2026081856289511,0.4052163712579022
2020-10-30,alpha_risk_turnover,22,0.9999999997908918,0.049999000040182755,0.008880546627408697,0.24999499912094358,0.047801371936704515,20.919901657302542,0.18263694999744887,0.36527389999489773
2020-11-30,alpha_risk_turnover,21,1.000000000212125,0.04999900145278886,0.01046994946416961,0.24332374684722008,0.049121430003673625,20.35771352595422,0.2274854168218221,0.4549708336436442
2020-12-31,alpha_risk_turnover,21,0.9999999966849569,0.049999000373347,0.006691245642460734,0.2000159939783455,0.0494201668387083,20.23465447341936,0.2499949995230999,0.4999899990461998
2021-01-29,alpha_risk_turnover,21,0.999999999936169,0.04999900015373075,0.004265232240013396,0.14999700040114725,0.049609699495710445,20.157348465423905,0.19999599876609464,0.3999919975321893
2021-02-26,alpha_risk_turnover,21,1.0000000000318814,0.04999900011147487,0.014461819671355338,0.15763434213462685,0.048867588567294305,20.463461147114423,0.29999400143163946,0.5999880028632789
2021-03-31,alpha_risk_turnover,21,0.9999999996900115,0.04999900007053103,0.00763734177343727,0.20763334177282733,0.04935263394178848,20.262343063178793,0.23553318092377426,0.4710663618475485
2021-04-30,alpha_risk_turnover,21,1.0000000020058033,0.04999899993765576,2.001617849137758e-05,0.19999599750483055,0.049997999003406936,20.000800430670406,0.15761433691751137,0.31522867383502273
2021-05-28,alpha_risk_turnover,21,1.0000000001839244,0.049999000028861,0.025025540992227684,0.19999599889314257,0.0484654555196834,20.633252886560975,0.24130298176871318,0.48260596353742635
2021-06-30,alpha_risk_turnover,22,0.9999999983153305,0.049999001689208934,0.002513892415375307,0.24999900099597241,0.04866110081381482,20.550295477822427,0.3111999288836044,0.6223998577672089
2021-07-30,alpha_risk_turnover,22,1.0000000010692318,0.04999900108306526,0.00033337494692664663,0.199996001162614,0.04818760904623547,20.75222281812138,0.12904829066939924,0.2580965813387985
2021-08-31,alpha_risk_turnover,21,1.0000000008411396,0.049999000276713515,0.017285523576475316,0.199995999787143,0.048868369761298235,20.46313402482191,0.3606120298845269,0.7212240597690538
2021-09-30,alpha_risk_turnover,21,1.0000000014144108,0.04999899997804226,0.02514862816543719,0.249994998979975,0.048434900355502276,20.64626937725079,0.14999700224166174,0.2999940044833235
2021-10-29,alpha_risk_turnover,21,0.9999999990641059,0.04999900082307117,0.01430306047059962,0.24999500038040873,0.048978305923291554,20.417202701256592,0.3259851712386438,0.6519703424772876
2021-11-30,alpha_risk_turnover,21,0.9999999999260399,0.04999900057655841,0.008873075024211866,0.1999960008868516,0.04926981865014036,20.29640107062077,0.2499750045560469,0.4999500091120938
2021-12-31,alpha_risk_turnover,21,0.9999999998839098,0.04999900043354513,0.022356394948133084,0.24119740613438978,0.048524910413662505,20.60797210082934,0.14117940792442563,0.28235881584885125
2022-01-31,alpha_risk_turnover,22,1.0000000007653447,0.049999000121339114,0.0013612456407659998,0.24999900026165905,0.04863975410756863,20.559314460933802,0.2858289124396721,0.5716578248793442
2022-02-28,alpha_risk_turnover,21,0.9999999989050123,0.04999900077659306,0.021625427571889844,0.22162142797561651,0.048771954224914586,20.503586864459937,0.2986327625602394,0.5972655251204788
2022-03-31,alpha_risk_turnover,23,0.9999999997821738,0.04999900077331475,0.007136573208539175,0.21271400460115797,0.047651547410323465,20.98567736718147,0.4393052216148641,0.8786104432297283
2022-04-29,alpha_risk_turnover,23,0.9999999991340264,0.049999001967188185,0.0029724841471804888,0.21958455240651745,0.047732710440093,20.949994056068768,0.15416109005756962,0.30832218011513923
2022-05-31,alpha_risk_turnover,22,1.0000000000419205,0.04999900115773941,0.010872676581433876,0.19999600198193085,0.04799240926957559,20.836628442280393,0.25886700106068544,0.5177340021213709
2022-06-30,alpha_risk_turnover,22,0.999999999977162,0.04999900071414372,0.007575564703422679,0.16958766704903716,0.04821169778373069,20.74185407213466,0.2908252066557853,0.5816504133115706
2022-07-29,alpha_risk_turnover,21,0.9999999995248517,0.0499990006244007,0.008283631953131632,0.1999960014391033,0.04930855956672161,20.28045452528086,0.2695856667144976,0.5391713334289951
2022-08-31,alpha_risk_turnover,22,0.9999999995452575,0.04999900064881239,0.007825413463364907,0.19999600156759756,0.04856753814070591,20.589884484218278,0.25001499616929435,0.5000299923385887
2022-09-30,alpha_risk_turnover,22,0.9999999999668406,0.049999000385552717,0.013413972410887124,0.19999600085727887,0.04813210254631792,20.776154522601455,0.2638428433710492,0.5276856867420984
2022-10-31,alpha_risk_turnover,22,0.9999999999883763,0.04999900018121218,0.001138660241596404,0.18177400154913606,0.0482621637386718,20.720165084490688,0.25624788687199296,0.5124957737439859
2022-11-30,alpha_risk_turnover,21,1.0000000005913954,0.04999899993680995,2.0007053834263985e-05,0.14999699952205495,0.04999799977405124,20.000800122388014,0.2383187332650808,0.4766374665301616
2022-12-30,alpha_risk_turnover,21,1.000000001023611,0.04999899968063525,2.0016838361962578e-05,0.14999699761650537,0.049997998839230354,20.000800496346297,0.20001601122449816,0.4000320224489963
2023-01-31,alpha_risk_turnover,21,0.9999999981150772,0.049999001991081586,0.009550866672048144,0.14999700230376256,0.049181627424373264,20.33279605352025,0.2049507573925119,0.4099015147850238
2023-02-28,alpha_risk_turnover,22,0.9999999997087647,0.04999900046356872,0.0009484510813435526,0.1991165578106898,0.04946648845041633,20.21570625540499,0.2604253164849586,0.5208506329699172
2023-03-31,alpha_risk_turnover,22,1.0000000001071925,0.04999900008638815,0.011092905336872572,0.199995997314257,0.04808381269180201,20.797019704107072,0.30974215122773996,0.6194843024554799
2023-04-28,alpha_risk_turnover,21,0.9999999995970431,0.049999000591108615,1.9995867276914267e-05,0.19999600144499838,0.049998000792803865,20.000799714854367,0.15139077274141052,0.30278154548282105
2023-05-31,alpha_risk_turnover,22,0.9999999999979589,0.04999900034418602,0.010754866604364898,0.19999600007396792,0.047984788233251474,20.83993775567069,0.31458546288393985,0.6291709257678797
2023-06-30,alpha_risk_turnover,21,0.9999999994867378,0.0499990009637068,0.007323620737999591,0.20001599262153774,0.04937463091106504,20.253315954932965,0.21394827264702027,0.42789654529404053
2023-07-31,alpha_risk_turnover,21,0.9999999983367142,0.04999900142969144,0.005673106383731132,0.19999600514325047,0.04949586465173772,20.203708068061633,0.24825664735824848,0.49651329471649697
2023-08-31,alpha_risk_turnover,21,1.0000000003086753,0.04999900060271917,1.9998704853976615e-05,0.19999600077691027,0.049998000580327134,20.00079979985186,0.20010384368005035,0.4002076873601007
2023-09-29,alpha_risk_turnover,21,0.9999999999288272,0.049999000377843085,1.9998471215145422e-05,0.19999600067811496,0.04999800056569714,20.00079980570432,0.24999500075201964,0.49999000150403927
2023-10-31,alpha_risk_turnover,21,1.0000000005571652,0.04999900000695751,0.013356209663125217,0.19999599948108526,0.048988140390100784,20.413103907125933,0.29861716222409557,0.5972343244481911
2023-11-30,alpha_risk_turnover,21,1.000000000070466,0.049999000362820935,0.014303703433724812,0.2038603627482931,0.04889126281192283,20.45355228084098,0.348452969865391,0.696905939730782
2023-12-29,alpha_risk_turnover,21,1.0000000000232037,0.049999000164606025,0.011480066453633652,0.18989277028325655,0.04903742997970839,20.392585835224203,0.13851693416180905,0.2770338683236181
2024-01-31,alpha_risk_turnover,21,0.9999999979825775,0.04999900160538736,0.005681160818630279,0.1943348284458809,0.049496219531883545,20.20356321063751,0.1570350104278122,0.3140700208556244
2024-02-29,alpha_risk_turnover,22,1.0000000002118428,0.04999900062607405,0.0017203267017601722,0.1705041982729826,0.048556417729617225,20.59459998817098,0.1165443618281422,0.2330887236562844
2024-03-28,alpha_risk_turnover,22,0.9999999987220903,0.0499990007037522,0.002523346346428203,0.24377079663951978,0.04911789693844869,20.359177862462925,0.2474716536370075,0.494943307274015
2024-04-30,alpha_risk_turnover,21,0.9999999986822069,0.04999900115137062,1.998742758802651e-05,0.19999600335699122,0.04999800154493665,20.000799413977198,0.30369486449795596,0.6073897289959119
2024-05-31,alpha_risk_turnover,21,0.9999999973559361,0.04999900201325747,1.997733744980471e-05,0.19999600234785472,0.049998002420902625,20.000799063562802,0.09999800058273493,0.19999600116546987
2024-06-28,alpha_risk_turnover,21,0.9999999975280722,0.04999900156346424,1.997818579444092e-05,0.14999700410660743,0.04999800235331703,20.0007990905992,0.14999700446431996,0.2999940089286399
2024-07-31,alpha_risk_turnover,21,1.0000000009166334,0.04999900067993805,1.9998205538387814e-05,0.19999600036293133,0.049998000691032315,20.000799755566245,0.14997701899739985,0.2999540379947997
2024-08-30,alpha_risk_turnover,21,1.0000000003350484,0.04999900024862242,0.010406753915591002,0.16040375382595695,0.049175530594147615,20.335316933397973,0.14999700303847438,0.29999400607694876
2024-09-30,alpha_risk_turnover,21,0.9999999982583228,0.04999900122020001,0.010406739382958786,0.14999700220728998,0.04917553152155564,20.33531654989147,0.09999801350750441,0.19999602701500882
2024-10-31,alpha_risk_turnover,21,0.9999999972369887,0.049999001256794795,0.010406740060671835,0.14999700252649456,0.04912879619181227,20.35466116645167,0.199996004884338,0.399992009768676
2024-11-29,alpha_risk_turnover,22,0.9999999989175992,0.04999900104529871,0.01040674046696037,0.2295038029291756,0.04780036900140194,20.920340593409872,0.20307650290355406,0.4061530058071081
2024-12-31,alpha_risk_turnover,21,1.0000000000807208,0.049999000687965874,0.023571700625046592,0.19999600135593515,0.04839880672902768,20.661666424933568,0.2117298362073927,0.4234596724147854
2025-01-31,alpha_risk_turnover,21,1.0000000002795602,0.049999000375883375,0.025897586228375673,0.14999700010818065,0.048417626984766475,20.65363509687552,0.21381933296488914,0.4276386659297783
2025-02-28,alpha_risk_turnover,21,1.0000000015250303,0.04999900001778874,0.02232638110304306,0.1999959950437265,0.04868715185300131,20.5392996291763,0.21568484490589232,0.43136968981178464
2025-03-31,alpha_risk_turnover,21,0.9999999982350323,0.04999900117224448,0.006992819075902535,0.24999499975504505,0.04939825165962588,20.243631432351254,0.21350773879293675,0.4270154775858735
2025-04-30,alpha_risk_turnover,21,1.0000000000811355,0.04999900024849049,0.015216050123808344,0.19999599985520905,0.04882619531021711,20.480809402545137,0.2847779535087638,0.5695559070175276
2025-05-30,alpha_risk_turnover,22,0.9999999999646636,0.04999900012955122,0.006085986347350775,0.19999600011340712,0.04866461040623709,20.54881343243704,0.21289563768491723,0.42579127536983447
2025-06-30,alpha_risk_turnover,22,0.9999999988289723,0.049999001574068246,0.00608598807104176,0.24999500366131894,0.04884989361752231,20.470873648766823,0.19999599971692072,0.39999199943384145
2025-07-31,alpha_risk_turnover,21,1.0000000002543166,0.049999000430914,0.00874343110236757,0.19999600059602293,0.049257634860334576,20.30142134991675,0.3426763092554061,0.6853526185108122
2025-08-29,alpha_risk_turnover,21,0.9999999996046408,0.04999900019228513,0.008743431618931138,0.19858925829323137,0.04925763476077746,20.30142139094899,0.19267931034081368,0.38535862068162735
2025-09-30,alpha_risk_turnover,22,1.000000000237069,0.049998999968868744,0.00874343018669967,0.2499949996989193,0.04852827570903395,20.606542997649544,0.17917916803877168,0.35835833607754336
2025-10-31,alpha_risk_turnover,23,1.0000000000000002,0.049999000000000016,0.008743430186699671,0.17960355764799185,0.04815814082535574,20.764921212936237,0.2373310275481343,0.4746620550962686
2025-11-28,alpha_risk_turnover,23,0.9999999999738851,0.04999900001681399,0.001543892821437215,0.18972867661174314,0.048383325086842205,20.66827772182092,0.17720690918129767,0.35441381836259533
2025-12-31,alpha_risk_turnover,21,1.0000000025247973,0.04999899989026815,2.0015848867638068e-05,0.20001601468807423,0.04999799908825383,20.000800396728934,0.12720790562307838,0.25441581124615675
2026-01-30,alpha_risk_turnover,22,0.9999999999701753,0.04999899999675188,0.008712856419675006,0.1999959997661373,0.04793846544316821,20.860075322717943,0.18609917467485373,0.37219834934970747
2026-02-27,alpha_risk_turnover,21,0.9999999975751954,0.04999900119582011,0.008712858095589767,0.19130313041445218,0.049280211241622573,20.292120808836746,0.1360801803386072,0.2721603606772144
2026-03-31,alpha_risk_turnover,21,0.999999998826611,0.04999900081174278,0.008712860319571343,0.24999500177851025,0.04928021115683028,20.292120843751682,0.30870686422776505,0.6174137284555301
2026-04-30,alpha_risk_turnover,21,0.9999999994910551,0.04999900051633106,1.9994031139683007e-05,0.19999600068625328,0.04999800096574188,20.000799645673627,0.30001399556749925,0.6000279911349985
2026-05-29,alpha_risk_turnover,22,0.9999999999057015,0.04999900029579387,1.9994104316698985e-05,0.20934063560391142,0.0492382005155857,20.30943433205816,0.1499970032348215,0.299994006469643
2020-01-31,cvar,22,0.9999999999999999,0.049998999506587746,1.2143874199798402e-08,0.18844111785330697,0.04911002350436115,20.362441893581995,,
2020-02-28,cvar,23,0.9999999999999999,0.04999899971576008,1.15572363282461e-08,0.15650114971943002,0.04869580539165572,20.53564967161125,0.21157091455323626,0.4231418291064725
2020-03-31,cvar,21,1.0,0.04999900038715101,0.006504296731057001,0.24999499960615426,0.04943393520039221,20.22901870842898,0.3680519985660245,0.736103997132049
2020-04-30,cvar,23,1.0,0.04999899954355621,1.7354700451072936e-08,0.24351070680338927,0.049433876807643086,20.22904260354081,0.24999499995640298,0.49998999991280596
2020-05-29,cvar,22,1.0,0.049999000075893994,5.563144342894527e-07,0.2499955532290087,0.049433879415325704,20.229041536440203,0.09999857001188506,0.19999714002377011
2020-06-30,cvar,23,1.0000000000000002,0.049998999843091176,2.546584596677331e-08,0.24999900000525468,0.049997977462506664,20.000809047723923,0.2999940044090335,0.599988008818067
2020-07-31,cvar,23,0.9999999999999999,0.04999900022107204,1.4235283729605063e-08,0.20308957542453135,0.049709660140200396,20.116814260640982,0.20001219208496943,0.40002438416993885
2020-08-31,cvar,23,1.0,0.0499989995264032,1.4828785482321523e-08,0.20308967862104518,0.04970964840889493,20.11681900813972,0.14999708849211527,0.29999417698423053
2020-09-30,cvar,23,1.0,0.04999900000188718,4.59536024786406e-08,0.2499989998165763,0.0499979712694673,20.000811525140396,0.2969205798889846,0.5938411597779693
2020-10-30,cvar,24,0.9999999999999999,0.04999899956873228,1.1186483103152204e-08,0.24999499393249047,0.04999797642146142,20.000809464175717,0.15001316152471234,0.30002632304942467
2020-11-30,cvar,24,1.0,0.049998999753670205,1.4049616487554575e-08,0.24999899482597074,0.049997980057501626,20.00080800964201,0.19999599215236696,0.3999919843047339
2020-12-31,cvar,23,1.0000000000000002,0.04999899994131981,1.705427759143563e-08,0.24999499482345533,0.049997989652254264,20.00080417143158,0.2499950069886956,0.4999900139773912
2021-01-29,cvar,23,1.0,0.0499989997448727,1.977376669042174e-08,0.19999599728520442,0.04999798924027106,20.000804336238115,0.19999600050827063,0.39999200101654125
2021-02-26,cvar,23,1.0,0.04999899995490276,2.665409434475733e-08,0.2499949934764676,0.049997991024004866,20.000803622687226,0.30001402783814185,0.6000280556762837
2021-03-31,cvar,25,1.0,0.04999899941274454,1.4271921635231614e-08,0.2499949941744339,0.04999798614722746,20.000805573555148,0.20001601824851792,0.40003203649703584
2021-04-30,cvar,24,1.0,0.049998999738422305,5.87311499837391e-08,0.24999499565925737,0.048823358706301084,20.48199932363402,0.15001701415634236,0.3000340283126847
2021-05-28,cvar,22,1.0,0.04999900052755168,0.00517480727573317,0.19999600042497923,0.0487304640232235,20.521044074676357,0.21759037163781964,0.43518074327563927
2021-06-30,cvar,24,1.0,0.04999899990231082,2.4018779526848158e-08,0.2499989992481375,0.04887306821237251,20.461166785244803,0.33759320418925803,0.6751864083785161
2021-07-30,cvar,24,0.9999999999999999,0.049998999343451866,3.334699736031984e-08,0.24999899383219007,0.049997982863241495,20.00080688725544,0.049999019952061595,0.09999803990412319
2021-08-31,cvar,24,0.9999999999999999,0.04999899978744285,1.1534150357612371e-08,0.2499989987044823,0.049852897102530006,20.05901478390211,0.249995010664795,0.49999002132959
2021-09-30,cvar,23,1.0,0.04999900016394872,1.2836193978745158e-08,0.24999499711033232,0.04999799771655999,20.0008009454504,0.09850582918548538,0.19701165837097076
2021-10-29,cvar,25,0.9999999999999999,0.049998999594979145,1.5113044596599635e-08,0.24999499212385642,0.04999798483413301,20.000806098835255,0.2999940175273368,0.5999880350546736
2021-11-30,cvar,23,1.0,0.04999900022798369,1.5037725931531502e-08,0.2499949932440394,0.048760808906770786,20.50827339456099,0.09999802893036101,0.19999605786072203
2021-12-31,cvar,25,1.0000000000000002,0.04999899967964031,1.6680220892850665e-08,0.19999599473302196,0.047910071926569944,20.872437877627576,0.09999799960165316,0.19999599920330632
2022-01-31,cvar,23,1.0000000000000002,0.04999900041610376,3.997012556202542e-06,0.24999898549409866,0.047827441132444706,20.908498893569906,0.17754302081726714,0.3550860416345343
2022-02-28,cvar,22,1.0,0.04999900044953978,0.011053950758880672,0.21385004377054587,0.048266242431299865,20.718414146768477,0.12390720106893201,0.24781440213786401
2022-03-31,cvar,23,0.9999999999999999,0.04999900010027736,1.6140061681786303e-08,0.22061971992298618,0.04878751666822021,20.497046545748695,0.2638490479560864,0.5276980959121728
2022-04-29,cvar,22,1.0,0.04999900055518824,2.4684839056654746e-08,0.24999499863716645,0.04878751761397902,20.497046148408078,0.1293933082565163,0.2587866165130326
