signal,sector,months,mean_ic,median_ic,preferred_direction,directional_mean_ic,directional_month_ratio
return_1m_sector_neutral,Consumer Discretionary,71,0.0012072434607645777,0.08571428571428573,lower_is_better,-0.0012072434607645777,0.4507042253521127
return_1m_sector_neutral,Consumer Staples,71,-0.06901408450704224,-0.09999999999999999,lower_is_better,0.06901408450704224,0.5492957746478874
return_1m_sector_neutral,Energy,71,-0.11971830985915492,-0.5,lower_is_better,0.11971830985915492,0.5774647887323944
return_1m_sector_neutral,Financials,71,-0.006036217303822932,-0.07142857142857144,lower_is_better,0.006036217303822932,0.5070422535211268
return_1m_sector_neutral,Health Care,71,-0.04225352112676057,0.0,lower_is_better,0.04225352112676057,0.4788732394366197
return_1m_sector_neutral,Industrials,71,0.014084507042253521,0.09999999999999999,lower_is_better,-0.014084507042253521,0.43661971830985913
return_1m_sector_neutral,Information Technology,71,-0.02213279678068411,0.04761904761904763,lower_is_better,0.02213279678068411,0.4788732394366197
return_1w_sector_neutral,Communication Services,72,0.09722222222222221,0.19999999999999998,lower_is_better,-0.09722222222222221,0.4027777777777778
return_1w_sector_neutral,Consumer Discretionary,72,0.037301587301587294,0.08571428571428573,lower_is_better,-0.037301587301587294,0.4583333333333333
return_1w_sector_neutral,Consumer Staples,72,-0.12916666666666662,-0.19999999999999998,lower_is_better,0.12916666666666662,0.5972222222222222
return_1w_sector_neutral,Energy,72,-0.0763888888888889,-0.5,lower_is_better,0.0763888888888889,0.5555555555555556
return_1w_sector_neutral,Financials,72,-0.09821428571428573,-0.14285714285714288,lower_is_better,0.09821428571428573,0.5972222222222222
return_1w_sector_neutral,Health Care,72,0.030753968253968263,0.03571428571428572,lower_is_better,-0.030753968253968263,0.4444444444444444
return_1w_sector_neutral,Industrials,72,-0.05972222222222222,-0.049999999999999996,lower_is_better,0.05972222222222222,0.5
return_1w_sector_neutral,Information Technology,72,-0.06911375661375664,-0.07142857142857144,lower_is_better,0.06911375661375664,0.5694444444444444
return_3m_sector_neutral,Communication Services,69,0.0434782608695652,0.0,higher_is_better,0.0434782608695652,0.4927536231884058
return_3m_sector_neutral,Consumer Discretionary,69,-0.03519668737060043,-0.08571428571428573,higher_is_better,-0.03519668737060043,0.4782608695652174
return_3m_sector_neutral,Consumer Staples,69,-0.03043478260869566,0.0,higher_is_better,-0.03043478260869566,0.43478260869565216
return_3m_sector_neutral,Energy,69,-0.021739130434782608,-0.5,higher_is_better,-0.021739130434782608,0.463768115942029
return_3m_sector_neutral,Financials,69,0.06935817805383024,0.03571428571428572,higher_is_better,0.06935817805383024,0.5217391304347826
return_3m_sector_neutral,Health Care,69,-0.016563146997929618,0.0,higher_is_better,-0.016563146997929618,0.4927536231884058
return_3m_sector_neutral,Industrials,69,-0.0028985507246376747,0.09999999999999999,higher_is_better,-0.0028985507246376747,0.5217391304347826
return_3m_sector_neutral,Information Technology,69,0.11042097998619739,0.11904761904761905,higher_is_better,0.11042097998619739,0.6231884057971014
reversal_1m_sector_neutral,Communication Services,71,0.039436619718309855,0.19999999999999998,higher_is_better,0.039436619718309855,0.5070422535211268
reversal_1m_sector_neutral,Consumer Discretionary,71,-0.0012072434607645777,-0.08571428571428573,higher_is_better,-0.0012072434607645777,0.4507042253521127
