as_of_date,method,positions,weight_sum,maximum_weight,minimum_positive_weight,maximum_sector_weight,concentration_hhi,effective_positions,one_way_turnover,two_way_turnover
2020-01-31,alpha_risk_turnover,21,0.9999999999999999,0.04999900000000002,0.010630854756470414,0.2000159999999999,0.04916254107757856,20.34068984396064,,
2020-02-28,alpha_risk_turnover,21,1.0000000007891545,0.04999900083012811,2.000431513653114e-05,0.24999499971064115,0.04999800006758149,20.00080000496652,0.25001500230087953,0.5000300046017591
2020-03-31,alpha_risk_turnover,21,1.0000000000687452,0.04999900009077863,0.018389353543884233,0.16838635355146997,0.048805135741043885,20.489646936050324,0.25091869270590056,0.5018373854118011
2020-04-30,alpha_risk_turnover,21,1.000000000029941,0.04999899999779749,0.018389353416240546,0.2316256470355793,0.04883670286248986,20.476402815638743,0.28162464726705183,0.5632492945341037
2020-05-29,alpha_risk_turnover,21,0.9999999976400401,0.04999900138740707,0.017521481028186393,0.24999500593661425,0.048861191478239745,20.466140299614846,0.15001699934059165,0.3000339986811833
2020-06-30,alpha_risk_turnover,22,0.9999999994102939,0.049999001128281984,3.9997601930736835e-06,0.24999900041659978,0.049998001096155986,20.000799593503817,0.3175154922477198,0.6350309844954396
2020-07-31,alpha_risk_turnover,21,0.999999999543223,0.04999900022404294,0.017851887840888956,0.16784888794431874,0.04885151304408515,20.470195039764036,0.2178438883241584,0.4356877766483168
2020-08-31,alpha_risk_turnover,22,0.9999999996346802,0.04999900073810057,0.012499346374397424,0.19999600109554905,0.047955198725593826,20.85279649704167,0.21249535216975443,0.42499070433950886
2020-09-30,alpha_risk_turnover,22,1.0000000000067746,0.0499990001576592,0.01578418807009325,0.21578018821053227,0.04782105195681127,20.911292392796632,0.20260818492948682,0.40521636985897364
2020-10-30,alpha_risk_turnover,22,0.9999999999960256,0.0499990000491106,0.008880545988085867,0.24999500005402747,0.04780137200623783,20.919901626871823,0.1826369483114742,0.3652738966229484
2020-11-30,alpha_risk_turnover,21,0.9999999999411184,0.04999900013482051,0.010469948406496775,0.2433237471535065,0.04912143004968204,20.357713506886654,0.22748541385814233,0.45497082771628466
2020-12-31,alpha_risk_turnover,21,0.9999999968470632,0.04999900036311454,0.006691245424420881,0.20001599423436703,0.049420166867243834,20.234654461735737,0.2499949985124039,0.4999899970248078
2021-01-29,alpha_risk_turnover,21,1.0000000005580207,0.049998999921707254,0.004265236355952772,0.14999699942014771,0.049609699163556856,20.15734860038412,0.19999599686074998,0.39999199372149996
2021-02-26,alpha_risk_turnover,21,0.9999999999979751,0.049999000001805925,0.014461819805649201,0.1576343425019028,0.04886758854846253,20.463461155000292,0.29999399808099586,0.5999879961619917
2021-03-31,alpha_risk_turnover,21,0.9999999995539733,0.04999900025689899,0.007637339049738888,0.2076333395214822,0.049352634148560434,20.26234297828597,0.23553318336181506,0.4710663667236301
2021-04-30,alpha_risk_turnover,21,1.00000000151445,0.049999000137607975,2.0014739241878664e-05,0.19999599736567142,0.04999799909813705,20.00080039277533,0.15761433731384286,0.3152286746276857
